name_of_space,address,hausprojekt,date_founded,co_housing,hackerspace_tech_meetup,tool_share,woodshop_metalshop_ceramic_studio,women_trans_queer_space_events,arts_space,guest_room,classes_workshops,free_store,coworking,volxkuchen,health_sport_services,agriculture,wagenplatz,child_friendly,silkscreen_studio,medienwerkstatt,sewing_workshop,film_video_collective_resources,kino,archive_reading_room,bike_workshop,cafe_bar,music_venue_parties,date_purchased_contract,website,video,stammtisch,immigrant_initiatives_events,community_youth_center,food_share_coop,barter_spende_free_economy,legal_services,infoshop,language_class,poster_text_distribution,soli_events_infrastructure,open_hours,flomarkt,offenes_plenum,cooperative_business,green_energy_infrastructure,metal_shop,photo_lab,ceramic_studio,photo_url,freiflache,created_at,updated_at,cartodb_georef_status,longitude,latitude,the_geom,cartodb_id,the_geom_webmercator,needs_moderation,printid
Rummelplatz,"Friedenstr.85- 88
10249 Berlin",No,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,http://rummelplatz.blogsport.de/,http://www.youtube.com/watch?feature=player_embedded&v=ZDdePY6BWww,No,,,,Yes,,No,No,No,No,,No,No,No,Yes,No,No,No,"http://www.berliner-kurier.de/image/view/2011/11/5/11265342,8509127,highRes,maxh,480,maxw,480,71-27541020.jpg.jpg",No,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.436506,52.521261,0101000020E6100000FB03E5B67DDF2A4013D731AEB8424A40,197,0101000020110F00000DA58601C1D23641805EED9F544D5A41,,171
Sama-Café,"Samariterstr. 32, 10247 Berlin",Yes ,,No,Di 20:00 Hacker's Lounge,No,No,No,No,No,No,No,No,no,No,No,No,No,No,No,No,No,"Mo 21:30, Mi 21:30 Filmclub",No,No,No,No,,http://www.sama32.squat.net/,No,"Do 20:00 Schwarze Zone, Sa 20:00 Saturday Night Lounge, 3. Sa Kickerturnier, jeden 2 So 19:00 offene plenum",No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46512,52.51678,0101000020E6100000596E693524EE2A400A9DD7D825424A40,212,0101000020110F00009D5F474D32DF3641678641AF874C5A41,,172
Samariter Str. 33,Samariter Str. 33  Berlin Friedrichshain,Yes,Besetzt: 1990,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46503,52.5166,0101000020E61000005951836918EE2A408A8EE4F21F424A40,163,0101000020110F0000D44C7A4828DF364188F3E1737F4C5A41,,173
SBZ Krähenfuß,"Dorotheenstr. 17, 10117 Berlin",No,,No,No,No,No,Di ab 16:00 LesBiSchwules Café,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No ,No,"Mi Hummel-Antifa, Do SaU (Seminar für angewandte Unsicherheit) und abends meist Veranstaltungen",No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.39349,52.51909,0101000020E6100000289B728577C92A401FD7868A71424A40,135,0101000020110F0000A84E9B7C0CC036411B93A554F14C5A41,,174
Scharni 38,"Scharnweber Str. 38, Berlin",Yes ,,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.53435,52.45936,0101000020E6100000363CBD5296112B40978BF84ECC3A4A40,136,0101000020110F0000A87B41F34CFD3641982C8E6847425A41,,175
Schato Pillenknick Bülowstr. 54,Bülowstr. 54  Berlin Schöneberg 10783,Yes,Besetzt: 6.2.1981,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.36705,52.49472,0101000020E61000005DFE43FAEDBB2A40AC5626FC523F4A40,15,0101000020110F0000E66A0C338DB43641C76A391197485A41,,176
Scherer8,"Schererstr 8, 13347 Berlin",Yes ,,No,jeden 2.+4. Do 21:00 8bit-Tresen,No,No,No,No,No,No,"Yes, So 13:00—14:00 ",No,"Yes, So 13:00 Vegan-Brunch",No,No,No,No,No,No,No,No,Di 21:00 Filmabend,No,No,No,No,,No ,No,No,No,No,No,Yes,"Yes, Mi 10:00-13:00, Do 15:00-18:00 Sozialberatung zu Hartz IV durch die Gruppe ""Basta!""","Yes, Do 19:00-21:00",No,No,No,,No,Di 19:00 Veranstaltungsplenum in der Kneipe Eingang Schererstr,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.36696,52.54815,0101000020E61000005DE15D2EE2BB2A40B5A679C729464A40,213,0101000020110F00001E583F2E83B43641B8EE89D722525A41,,177
Schlie 40,"Schliemannstr. 40 HH (2. Durchfahrt), 10437 Berlin",Yes,,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,Do 20:30,No,No,"Yes, Fr 21:00",No,,No ,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.416692,52.540831,0101000020E6100000790261A758D52A40DCD440F339454A40,137,0101000020110F00007F6C525223CA364185DE22E9D3505A41,,178
Schnarup Thumby,Scharnweber Str.38  Berlin Friedrichshain,Yes,Besetzt: 1990,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,schnarupthumby.blogsport.de,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46412,52.51286,0101000020E6100000CBD6FA22A1ED2A409AB67F65A5414A40,165,0101000020110F000098397DFBC2DE3641AA054D6BD44B5A41,,179
Schoko-Fabrik,Mariannenstr. 6  10999 Berlin Kreuzberg,Yes,Besetzt: 6.5.1981,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.42307,52.50024,0101000020E610000062D68BA19CD82A40551344DD07404A40,61,0101000020110F00007D6C3951E9CC3641FEDD196793495A41,,180
Schokoladen,Ackerstr. 169  Berlin Mitte,Yes,Besetzt: 1990,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,http://www.schokoladen-mitte.de,,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.39713,52.52986,0101000020E61000005E85949F54CB2A40B2BAD573D2434A40,27,0101000020110F0000BE9B8FB0A1C13641B6362AF6DD4E5A41,,181
Schöneberger Jungarbeiter- und Schülerzentrum SJSZ,?? HabsburgerStr. / Hohenstaufenstr. 10781 Berlin Schöneberg,Yes,Besetzt: 30.10.1976,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.34293,52.48555,0101000020E610000073A25D8594AF2A4052499D80263E4A40,11,0101000020110F0000ADC05C2C10AA36412A1B18F3F3465A41,,182
Schreina47,"Schreinerstr. 47, 10245 Berlin",Yes,,No,No,No,No,No,No,No,No,No,No,"Yes, Mo, Di, Do, 20:00",No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.467176,52.517029,0101000020E6100000C3F352B131EF2A40B30A9B012E424A40,138,0101000020110F0000B0FBBB2C17E03641DF4F7812934C5A41,,183
Schwarzer Kanal,"Kiefholzstr. 74, 12057 Berlin",No,,No,No,No,No,"Yes, Women/trans/queer Mi 15:00-19:00 DIY Fahrradwerkstatt für Women/trans queer ","Yes, artgroup 1st Do im Monat 18 uhr ",No,Yes,No,No,"Yes, women/lesbian/feminist space",No,"Yes, garden",Yes,No,No,No,No,No,Yes,No,No,No,No,,http://www.schwarzerkanal.squat.net/,No,No,No,No,No,No ,No,No,No,No,No,"Mittwochs und Freitags 14.00 - 19.00 Uhr, und nach Vereinbarung",No,,,Yes,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.463008,52.482622,0101000020E61000009F9273620FED2A40412AC58EC63D4A40,139,0101000020110F0000A573F23147DE3641854091246E465A41,,184
"Sophie-Charlotten-Straße 113
","Sophie-Charlotten-Straße 113
14059  Berlin",No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.28625,52.5212,0101000020E6100000C3F5285C8F922A406D567DAEB6424A40,196,0101000020110F00005A35A5956A9136410F21B0D5514D5A41,,185
Spinnboden,"Anklamer Str. 38, 10115 Berlin",No,1982,No,No,No,No,"Yes, women/trans/queer space",No,No,No,No,No,No ,"Yes, psychology help for women, lesbian, trans",No,No,No,No,No,No,No,No,Yes,No,No,No,,http://www.spinnboden.de/,http://www.spinnboden.de/wir/videotrailer.html,No,No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.39926,52.53524,0101000020E6100000B13385CE6BCC2A406AC18BBE82444A40,207,0101000020110F00004F58DACC8EC236417683F517D44F5A41,,186
Sredzkistr. 36,Sredzkistr. 36  Berlin Prenzlauer Berg,Yes,Besetzt: 1989,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.41824,52.53815,0101000020E610000012C2A38D23D62A40D42B6519E2444A40,33,0101000020110F00005E7CE6A4CFCA3641FDA0AE3C59505A41,,187
Subversiv,Brunnenstraße 6/7  Berlin Mitte,Yes,Besetzt: 1990,No,No,No,No,No,No,No,No,No,No,"Yes, Fr 20:00 ""Vokü around the world""; Mi und So 20:00 vegane Vokü mit Punktresen
",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,http://subversiv.squat.net/,,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.40071,52.53066,0101000020E61000003E5C72DC29CD2A40CEA5B8AAEC434A40,202,0101000020110F00003FDCA53630C33641CC94298F024F5A41,,188
Subversiv,"Brunnenstr. 7 HH, 10119 Berlin",Yes,,,No,No,No,No,No,No,No,No,No,"Yes, Mi und So 20:00 vegane Vokü mit Punktresen",No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.511129,52.457641,0101000020E61000000A1346B3B2052B408527F4FA933A4A40,140,0101000020110F00002B1E150034F33641295FBFE5F8415A41,,189
Supamolly,"Jessnerstr. 41, 10247 Berlin",Yes,,No,No,No,No,No,No,No,No,No,No,"Yes, So ab 16:00 Kaffee und Kuchen",No,No,No,No,No,No,No,No,"Di Kino ab 21:00;  Cocktailbar",No,No,Yes,No,,http://supamolly.de/,No,No,No,No,No,Yes,No,No,No,No,"Yes, host soliparty",Di-So ab 20:00,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.47152,52.51065,0101000020E6100000E1D1C6116BF12A40E8D9ACFA5C414A40,141,0101000020110F0000C0EC21BFFAE13641F052585C6F4B5A41,,190
Syndikat,"Weisestr. 56, 12049 Berlin",Yes (?),,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No ,No,No,No,No,No,Yes,No,No,No,No,"Yes, monthly soliparties",Taglich ab 20:00 uhr,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.42388,52.47821,0101000020E610000062DBA2CC06D92A40614F3BFC353D4A40,142,0101000020110F00008B156F7C43CD3641C99B1A89A4455A41,,191
Systemfehler,"Jessnerstr. 41, 10247 Berlin",No,,No,No,No,No,No,Yes ,No,"Yes, drawing, painting, mediation evening",Yes,No,No ,No,No,No,No,No,No,No,No,Yes,No,No,"Yes, Mi ab 20:00",Yes,,http://www.systemfehler-berlin.de.vu/,No,No,No,No,No,No ,No,No,No,No,No,"Mo 15-18 Uhr, Dienstag 15-19 Uhr, Mittwoch 11-19 Uhr, Donnerstag 16-19 Uhr",No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.47152,52.51065,0101000020E6100000E1D1C6116BF12A40E8D9ACFA5C414A40,143,0101000020110F0000C0EC21BFFAE13641F052585C6F4B5A41,,192
Tante Horst,"Oranienstr. 45, 10969 Berlin",No,,No,No,No,No,No,No,No,No,No,No,So 12:00-16:00 vegan vegetarisches Frühstücksbuffet,No,No,No,No,No,No,No,No,No,No,No,"Yes, Do 19:00",No,,http://www.tantehorst.de/,No,No,No,No,No,Yes,No,No,No,No,No,Di-Fr 12:30 bis open end Sa+So 12:00 bis open end,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.41407,52.50284,0101000020E61000006B82A8FB00D42A40718FA50F5D404A40,144,0101000020110F000006161E71FFC83641107172440A4A5A41,,193
TEK,"Köpenicker Str. 189, 10997 Berlin",No,,No,No,No,No,"Yes, Yoga for women and girls",No,No,Yes,No,No,No ,No,No,No,"Yes, 12+",Yes,No,No,No,No,No,No,Yes,Yes,,http://www.tek36.de/,No,No,No,Yes,No,Yes,No,No,No,No,No,Do-So 17:00-22:00,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.44,52.50191,0101000020E6100000E17A14AE47E12A4087C43D963E404A40,145,0101000020110F00005E8FCDF445D4364151B6E5BFDF495A41,,194
Tempelhoffer Community Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://thepraguenosis.files.wordpress.com/2011/10/park7.jpg,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.37698,52.51607,0101000020E6100000FE7DC68503C12A402E39EE940E424A40,182,0101000020110F00007383199ADEB836419998E336674C5A41,,195
Tempest Library,"Reichenberger Str. 63a, 10999 Berlin",No,,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,http://tempestlibrary.com/,No,Yes ,No,No,No,Yes,No,Yes,No,No,No,"Di/Do 16:00-20:00, So 14:00-18:00",No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.41919,52.49894,0101000020E6100000D89E5912A0D62A4047551344DD3F4A40,146,0101000020110F000058EDCC6539CB36414B561AF957495A41,,196
Tommy-Weisbecker-Haus,Wilhelmstraße 9  Berlin Kreuzberg,Yes,Besetzt: 3.1973,No,No,No,No,No,No,No,No,No,No,"Yes, Di 18:00 Kiez Cuisine Café",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,http://www.tommyhaus.org/,Yes,,No,No,No,No,No,No,No,No,No,"Café: Mo-Do, So ab 18:00, Fr./Sa. ab 16:00",No,No,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.38887,52.50144,0101000020E610000082CAF8F719C72A400074982F2F404A40,20,0101000020110F0000648AD1300ABE364172E23043CA495A41,,197
Ton-Steine Garten (Marrianengarten),,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gaerten-am-mariannenplatz.blogspot.com/,,,,,,,,,,,,,,,,,,,,http://farm8.staticflickr.com/7112/7488894758_09e502475a_z.jpg,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.37698,52.51607,0101000020E6100000FE7DC68503C12A402E39EE940E424A40,183,0101000020110F00007383199ADEB836419998E336674C5A41,,198
Tristeza,"Pannierstr. 5, 12047 Berlin",No,,No,No,No,No,"Yes, Queer film club",No,No,No,No,No,No ,No,No,No,No,No,No,No,No,"Yes, So 19:30",No,No,Yes,Yes,,http://tristeza.org/,No,No,No,No,No,No ,No,No,No,No,No,Mo - So ab 18 Uhr,No,,Yes,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.43096,52.48652,0101000020E6100000B1C403CAA6DC2A40CA6C9049463E4A40,147,0101000020110F000042DBC8A057D03641F52F944720475A41,,199
Tuntenhaus,Kastanienallee 86  Berlin Prenzlauer Berg,Yes,Besetzt: 1990,No,No,No,No,Yes,Yes ,No,No,No,No,Yes **,No,No,No,No,No,No,No,No,No,No,No,No,No,,"http://ka86.de/, http://tuntenhaus-berlin.de/",,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.40905,52.53765,0101000020E61000008CDB68006FD12A40E25817B7D1444A40,35,0101000020110F0000EFA8369ED0C63641DE2E0A5C42505A41,,200
Turm (Neukölln),"Werbellinstr. 50, 12053 Berlin",Yes,,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.43018,52.47882,0101000020E61000005CC98E8D40DC2A40DA5548F9493D4A40,148,0101000020110F0000733882CC00D036412A608F68C0455A41,,201
UBI KLiZ e.V. Mieterladen,"Kreutzigerstr. 23, 10247 Berlin",No,Besetzt: 1990,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,http://www.ubi-mieterladen.de/,No,No,No,No,No,No ,"Yes, especially for tenants rights",No,No,No,No,"Varies, check website",No,No,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46057,52.5137,0101000020E61000009609BFD4CFEB2A4044FAEDEBC0414A40,149,0101000020110F00004AFF55CC37DD36416654F2D4FA4B5A41,,202
UFA-Fabrik,Viktoriastr. 10-18 12105 Berlin Tempelhof,Yes,Besetzt: 9.6.1979,No,No,No,No,No,Yes ,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,,http://www.ufafabrik.de/intro.php,,,,Yes,,,,,,,,,,,,Yes,,,,http://img.marcopolo.de/api/content/images/0/1z/en/gr/1b/photo-2390078.jpg,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.38405,52.45466,0101000020E6100000BF0E9C33A2C42A405166834C323A4A40,40,0101000020110F0000B7F178A1F1BB3641BB194EC170415A41,,203
Ula Umsonstladen TU,"Einsteinufer 25  10587 Berlin
",No,,No,No,No,No,No,No,No,No,Yes,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,http://www.youtube.com/embed/lwgmpcG-ink,No,No,No,No,No ,No,No,No,No,No,"Di: 16-19 Uhr, Mi: 17-19 Uhr, Do: 15-18Uhr",No,No,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.32583,52.51537,0101000020E6100000821C9430D3A62A4075ABE7A4F7414A40,176,0101000020110F0000ACCF289CA0A2364123AEBA33474C5A41,,204
Umbruch,"Lausitzerstr. 10, 10999 Berlin",No,,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,http://www.umbruch-bildarchiv.de/,No,No,No,No,No,Yes,No,No,No,No,No,Mo-Fri 11:00 – 17:00 Uhr,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.42863,52.49737,0101000020E6100000412B306475DB2A407901F6D1A93F4A40,150,0101000020110F0000484AEF4054CF36413DBFDF3310495A41,,205
Umsonst-​Laden Kreuzkirche (ULK),"Zeppelinstr. 11, Eingang Pirmasenser Str. 13583 Berlin",No,,No,No,No,No,No,,No,No,"Yes, Donnerstags, 16 – 19 Uhr, Mi 17 – 20 Uhr",No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,,No ,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.185,52.54942,0101000020E61000001F85EB51B85E2A4058E2016553464A40,170,0101000020110F0000EBA8717C63653641828519F75C525A41,,206
Vetomat,"Scharnweberstr. 35, 10247 Berlin",Yes,,No,"Yes, Montag 19.00 Nerd Cafe w Vokü",No,No,No,Yes ,No,"Yes, So 15:00 Siebdruckworkshop",No,No,"Yes, Mi 20:00 vegi/vegane Vokü,  Do 20:00 freies Kino und Vokü, jeden 1.+3. Sa im Monat 12:00-16:00 vegi/veganer kalt/warmer Brunch",No,No,No,No,Yes,No,No,No,"Yes, Mo 20:00 Kino, Do 20:00 freies Kino und Vokü",No,No,Yes (?),No,,http://wp.vetomat.net/,http://wp.vetomat.net/,"Yes, jeden 3. Do im Monat 20:00 Antifa-Tresen, Letze Fri im Monat,  Politsalon",No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46308,52.51297,0101000020E610000005DD5ED218ED2A4021EA3E00A9414A40,214,0101000020110F0000D5B5C9354FDE3641E68C0773D94B5A41,,207
Villa Felix,Schreinerstr. 47  Berlin Friedrichshain,Yes,Besetzt: 29.12.1989,No,No,No,No,No,No,No,No,No,No,No ,No,No,No,No,No,No,No,No,No,No,No,No,No,Gekauft,http://www.utb-berlin.de/beratung-bauherrengruppe-villa-felix/,No,No,No,No,No,No ,No,No,No,No,No,,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.46731,52.51714,0101000020E610000001309E4143EF2A400ABABDA431424A40,167,0101000020110F0000B728701726E03641874D0726984C5A41,,208
Villa Kunterbunt,Görlitzer Str. 36  10997 Berlin Kreuzberg,Yes (nonresidential),Besetzt: 21.11.1980,No,No,No,No,No,Yes ,No,"Yes, 2. + 4. So im monat 16:00: Schlagzeug-/Gitarren-/Bass-Workshop",No,No,"Yes, freitags 21:00",No,No,No,Yes (?),No,No,No,No,"Yes, 1 Fri im Monat",No,No,No,"Yes, 1. Fr im Monat, 20:00: Akustik-Session",,,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.44376,52.49567,0101000020E6100000C18BBE8234E32A40DDCD531D723F4A40,133,0101000020110F00007CF57D84E8D53641E1E5087EC2485A41,,209
Villa Kuriosum,"Scheffelstr. 21, 10367 Berlin",No,,No,No,No,No,No,"Yes, Artist studios, gallery",No,No,No,No,"Yes, Do 20:00 Minibar mit Vokü, So 14:00-20:00 Kaffee und Kuchen im Garten",No,"Yes, garden",Yes,No,No,No,No,No,No,No,No,Yes,Yes,,http://villakuriosum.net/,No,"Yes, jeden 2. Di im Monat: Scharni 29 Soli-Tresen mit Vokü",No,No,No,Yes,No,No,No,No,"Yes, jeden 2. Di im Monat: Scharni 29 Soli-Tresen mit Vokü",,No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.47325,52.52018,0101000020E6100000FCA9F1D24DF22A4043041C4295424A40,215,0101000020110F00007D004F54BBE236411889D12E234D5A41,,210
Villa Piccobello Alt Moabit 4,Alt Moabit 4  Berlin Moabit 10557,Yes,Besetzt: 28.2.1981,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,http://tommyhaus.org/,http://tommyhaus.org/video,,,,,,,,,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.33978,52.52574,0101000020E610000075ABE7A4F7AD2A407A19C5724B434A40,173,0101000020110F00003E2F5384B1A836414CB7877E214E5A41,,211
Villa Trotz,Kohlfurterstr. 46  10999 Berlin Kreuzberg,Yes,Besetzt: 21.3.1981,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.41855,52.49654,0101000020E61000004A7B832F4CD62A40F3936A9F8E3F4A40,87,0101000020110F000069123727F2CA36414D49E742EA485A41,,212
Wagenburg Lohmühle,"Lohmühlenstr. 17, 12435 Berlin",No,,No,No,No,No,No,"Yes, space, organizational/promotional support",No,No,Yes,No,"Yes, So ab 15:00 Uhr Café",No,"Yes, garden, permaculture",Yes,Yes ,No,No,No,No,"Yes, Fr Open Air Kino",No,No,Yes,Yes,,http://www.lohmuehle-berlin.de/blubb/,http://www.lohmuehle-berlin.de/blubb/galerie/,No,No,No,No,Yes,No,No,No,No,No,,No,No,,Yes,,,,"http://upcyclehandbook.files.wordpress.com/2010/08/re.jpg, http://farm5.staticflickr.com/4149/4945626565_a82be329d5_z.jpg,  http://www.lohmuehle-berlin.de/blubb/wp-content/uploads/2012/08/Sommerfest-Lohm%C3%BChle00011.jpg, ",,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.44412,52.49292,0101000020E6100000C1FF56B263E32A40ACC5A700183F4A40,217,0101000020110F00009F40B29710D636415BD973CA44485A41,,213
Waldemarstr. 40,Waldemarstr. 40  10999 Berlin Kreuzberg,Yes,Besetzt: 8.1.1981,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.41968,52.50339,0101000020E61000001092054CE0D62A40159161156F404A40,52,0101000020110F0000E8A8B7F16FCB36412E9AA769234A5A41,,214
Waldemarstr. 52,Waldemarstr. 52  10999 Berlin Kreuzberg,Yes,Besetzt: 21.11.1980,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,06.04.1982 Mietvertrag/Nutzungsvertrag,,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.42067,52.50324,0101000020E61000000FD1E80E62D72A40FF04172B6A404A40,1,0101000020110F000093778726DECB36413B6C0B8E1C4A5A41,,215
WB13,"Am Berl 13, 13051 Berlin",No,,No,No,No,No,No,"Yes, 3 Rehearsal studios",No,No,No,No,No ,No,"Yes, garden",No,No,No,No,No,No,No,No,No,No,No,,http://wb13.org/,No,No,No,Yes,No,No ,No,No,No,No,No,"jeden Mittwoch 21:00-24:00, jeden Sonntag 15:00-24:00",No,,,,,,,,,2013-02-11 19:11:31+00,2013-03-11 16:45:30.817154+00,1,13.49974,52.57412,0101000020E61000008E01D9EBDDFF2A4061FD9FC37C494A40,216,0101000020110F00005699C12E40EE3641F064A6BAC7565A41,,216
